"Gene_id","A02","A03","A04","A05","A06","A07","A09","A10","B01","B02","B03","B04","B05","B06","B07","B09","B10","C01","C02","C03","C04","C05","C07","C09","C10","D01","D02","D04","D05","D06","D07","D09","D10","E01","E02","E03","E05","E07","E09","E10","F01","F02","F03","F04","F05","F06","F07","F09","G01","G02","G03","G05","G06","G07","G09","G10","H01","H02","H03","H09","H10"
"ENSMUSG00000041319",0,524,916,628,41,723,282,771,26,358,228,1309,605,250,958,519,1082,770,409,235,12,1747,1428,30,523,1027,330,828,51,9,165,683,1520,953,0,1116,555,720,58,7,664,284,491,131,1030,1099,577,450,563,0,509,0,1158,19,545,498,1061,956,3829,268,1024
"ENSMUSG00000036026",1518,950,1905,1539,15,3,2347,1461,735,1052,2462,4,0,118,119,4,207,587,0,130,649,3,5,1003,477,888,1,561,2,546,1,1104,1427,102,0,812,170,421,875,1,0,1055,565,637,477,724,3,402,3,362,2702,372,2770,950,38,0,2,5,25,146,1
"ENSMUSG00000075376",22,2891,1129,2865,644,469,605,759,902,0,1513,1317,314,562,485,725,1,336,599,195,451,620,524,597,519,307,112,0,451,259,210,218,1340,4,587,37,102,410,1129,20,235,342,1496,598,724,332,803,1580,1278,438,341,3374,1556,729,1499,1563,346,204,74,118,0
"ENSMUSG00000032078",1480,650,0,923,1712,800,2164,986,473,1157,1318,1159,1603,1888,1550,1666,0,1828,4,1212,1118,443,262,76,59,845,2341,180,17,119,556,1676,0,333,925,776,652,859,665,1164,2275,800,761,1524,641,719,628,0,0,0,1851,854,0,1324,221,0,730,1940,885,0,832
"ENSMUSG00000003808",0,880,1011,1392,36,7,124,2817,1061,230,591,477,0,214,55,1328,0,900,568,349,1072,0,885,545,417,114,948,1015,214,692,860,270,797,895,820,3474,925,740,2216,590,373,350,984,378,1666,132,241,0,199,73,1761,50,0,615,998,0,1921,0,1200,297,0
"ENSMUSG00000041168",163,3738,1784,0,0,466,1122,103,1550,771,0,4,95,96,130,80,0,810,833,422,2901,269,328,433,698,53,844,0,157,18,495,76,33,1,3,976,1196,25,458,912,0,1308,338,0,731,53,1168,0,8,12,0,767,0,10,0,422,1070,155,0,436,338
"ENSMUSG00000028330",570,598,3285,461,587,383,18,1011,68,1815,59,147,1084,252,730,85,0,1133,5,1260,462,312,411,123,607,159,133,784,796,319,386,126,1346,1029,1259,1612,503,180,369,1120,2012,190,364,491,325,35,252,635,1,1420,1323,219,5,607,4,162,1528,2032,1371,0,0
"ENSMUSG00000038774",2001,2612,1518,62,421,125,526,1078,3,173,971,0,0,54,127,581,0,31,0,171,416,12,264,1699,612,158,114,0,767,195,78,60,0,0,0,0,661,231,0,8,22,640,675,41,350,0,145,645,287,0,3021,0,0,27,359,72,0,0,965,1213,2
"ENSMUSG00000028184",676,1213,3148,1299,942,1038,93,471,38,1242,1318,271,0,842,23,0,0,706,0,1608,278,0,178,2792,400,960,196,21,0,675,701,1351,544,618,377,284,598,581,57,208,6,251,1049,646,293,789,206,1000,898,645,2106,248,1314,1409,1349,384,124,0,0,173,13
"ENSMUSG00000025395",1442,320,1434,381,1082,630,1447,445,1580,477,104,284,1340,41,374,957,589,1069,765,1178,498,929,784,1236,851,372,251,299,558,21,6,155,1116,1563,2216,386,313,458,1416,758,3854,1208,696,315,252,0,80,0,1577,1477,0,698,1955,2039,60,262,296,1398,1451,790,0
"ENSMUSG00000037169",0,572,0,256,432,4,315,316,959,258,271,156,1018,568,452,1207,898,944,728,96,758,4190,1938,77,88,0,183,0,1079,1236,48,1012,1652,20,153,1180,109,679,967,488,1358,709,0,549,545,91,1077,399,91,0,129,124,528,783,282,1327,217,970,900,123,99
"ENSMUSG00000015994",850,1010,476,363,559,187,2354,957,0,513,659,427,698,1696,427,319,0,2282,111,1788,1674,238,963,1122,961,310,1,0,932,849,1267,1144,665,0,1338,712,173,292,72,279,957,880,554,195,1029,290,1154,1709,1276,24,1055,2467,37,479,0,853,1746,1381,776,2454,919
"ENSMUSG00000023186",2993,732,209,604,1032,322,3136,714,761,511,396,213,0,0,0,303,0,1895,0,1721,29,0,0,225,324,164,346,738,2,382,366,0,45,0,251,811,2252,0,2,43,0,155,275,202,0,172,0,1457,791,418,2136,1234,69,1165,0,1593,863,606,207,1509,0
"ENSMUSG00000026827",2121,31,1851,120,1688,0,44,292,1109,134,2,529,227,2,799,108,0,1005,70,148,196,485,83,1314,84,854,88,1431,365,1133,372,173,0,1221,426,2783,3317,250,1003,55,294,0,255,3,0,883,272,324,14,306,79,0,8,1509,0,131,7,915,41,79,295
"ENSMUSG00000032420",0,0,0,1173,0,173,1404,0,0,0,2151,0,0,0,0,0,0,0,0,2537,0,0,0,2,540,0,755,0,0,19,258,0,0,0,0,0,0,172,0,0,0,18,466,444,0,48,0,10,344,197,0,410,0,0,0,3712,3078,0,0,506,0
"ENSMUSG00000073664",35,538,257,0,24,407,1582,283,0,501,1550,0,0,6,827,232,0,62,185,1500,774,0,62,200,1341,813,43,2235,216,451,0,889,366,285,619,4,1585,185,8,311,3,17,982,341,73,67,45,976,2388,0,1427,3000,1063,1166,1178,1086,1583,0,1103,165,47
"ENSMUSG00000020612",0,191,1513,756,1302,1211,772,197,1902,1820,904,437,517,625,72,44,0,1515,598,2937,595,0,794,293,1376,381,972,1888,1345,654,783,662,1731,2506,2117,1273,274,556,509,550,1025,1334,1223,1599,624,0,1006,464,1004,37,1128,235,1373,1196,1666,1173,1927,7,168,668,55
"ENSMUSG00000032384",371,429,2002,909,1,506,955,911,2,975,1930,142,808,14,200,128,434,238,1686,254,285,47,120,1101,242,580,85,1263,71,436,234,683,908,2516,330,103,1623,608,97,557,1,395,1183,1416,1170,32,504,183,376,296,2031,608,2880,978,122,495,2854,583,0,606,334
"ENSMUSG00000020869",357,1193,3893,2336,697,1186,457,1360,59,126,854,585,1004,1974,1530,553,0,2181,129,4,622,230,35,838,1560,611,1014,977,2114,2019,1045,259,1177,2013,787,531,591,920,280,55,719,1033,421,746,677,20,38,4,700,1001,1095,1615,219,518,1516,259,492,641,57,3,831
"ENSMUSG00000027272",2500,2751,363,2267,793,324,91,292,0,4,876,38,284,759,786,275,584,938,267,854,527,14,268,0,158,144,0,393,286,2134,1,537,31,88,0,132,1395,219,1261,0,21,292,33,307,948,5,83,82,1458,1488,5,47,1306,1675,1332,380,94,40,406,194,0
"ENSMUSG00000039753",0,546,798,302,207,74,179,133,21,302,106,844,1210,0,160,496,0,1043,900,1542,41,706,30,38,1146,1207,0,1255,155,42,15,4,0,0,20,84,461,61,398,596,67,0,263,326,191,42,236,41,27,885,0,285,106,665,93,293,3350,143,191,1933,486
"ENSMUSG00000027002",388,163,0,1892,1412,422,528,381,181,0,2156,123,34,0,225,0,0,60,1225,763,1027,4,0,495,122,1793,255,867,148,746,442,522,902,1716,1012,444,448,493,79,342,80,309,1348,815,223,69,2,502,150,1,108,13,89,103,428,1401,94,6,2552,2,912
"ENSMUSG00000021945",138,1309,363,2214,272,368,873,1414,970,853,2320,187,217,5136,725,577,0,1616,95,616,222,159,704,1090,126,4,358,4,30,59,45,62,321,49,1370,679,33,37,115,778,1679,595,0,488,149,32,72,1469,594,116,1167,25,785,276,58,763,2558,326,0,2,284
"ENSMUSG00000021025",391,443,0,79,295,1069,1566,0,186,135,405,0,12,0,0,339,0,0,849,2042,65,706,3,475,0,17,0,0,467,0,120,1515,223,0,1052,390,0,1579,602,0,0,764,436,1498,745,297,31,233,199,8,3833,1123,150,3,1005,493,632,0,694,494,65
"ENSMUSG00000041736",3226,61,0,1604,123,409,808,0,0,0,1171,151,5,0,0,0,0,0,110,400,113,175,0,264,229,12,464,783,267,3,690,0,717,309,254,0,405,85,525,168,0,246,241,297,625,672,251,576,572,0,1836,1644,9,335,456,296,518,0,710,1064,0
"ENSMUSG00000029455",571,1572,5009,2669,437,312,0,576,1,382,450,845,347,67,562,1483,0,735,117,1397,706,0,134,774,217,588,72,1206,0,881,1565,256,554,182,51,0,543,455,1099,495,0,787,1379,663,1107,114,69,536,484,434,581,1449,999,0,611,8,665,0,233,97,3
"ENSMUSG00000021951",487,648,2717,3582,1070,181,1468,1578,785,1292,563,1347,0,658,1435,406,661,1898,393,771,1396,2096,294,339,697,0,1855,639,315,476,472,1149,1022,584,399,1289,204,430,802,225,1173,100,338,1036,1280,316,0,704,414,564,623,1487,766,1286,828,881,1379,1066,486,855,0
"ENSMUSG00000025492",39,240,2692,1705,375,306,2835,0,951,269,1851,218,385,73,59,987,31,797,812,1165,609,379,453,953,0,0,0,2628,742,212,404,322,436,1206,0,3,76,144,656,496,0,711,71,1421,658,818,0,102,389,109,2122,1338,861,343,187,185,1713,125,0,980,2321
"ENSMUSG00000022110",10,1573,591,158,37,575,808,309,2420,1701,425,1248,0,378,767,504,1457,157,1875,1728,1135,1511,250,4,719,11,899,1666,1138,157,600,140,2,2,2881,647,558,225,333,843,0,396,634,61,970,0,70,497,62,1218,0,26,1377,2275,0,760,273,1194,64,1611,0
"ENSMUSG00000033166",2,1189,2327,1143,2124,148,424,1594,1002,1064,889,1903,0,7,49,261,0,51,429,1028,1484,1397,2101,289,365,402,511,70,253,691,193,161,368,0,825,575,0,970,28,1009,469,682,1473,670,504,564,333,120,657,1855,556,0,550,1663,669,0,769,849,206,463,907
"ENSMUSG00000027642",1033,2004,886,1445,1661,962,2078,1416,332,405,1376,317,1344,45,741,88,955,1714,1448,3390,1405,130,1287,1384,987,404,361,0,566,121,785,598,2151,17,366,1190,441,826,249,1284,0,621,436,808,811,168,1135,579,469,748,94,193,394,162,1175,1201,1240,505,952,390,0
"ENSMUSG00000052397",0,767,1145,787,1368,284,1007,477,2,277,220,790,0,398,124,698,148,384,893,3322,1071,1240,249,2006,141,639,912,0,654,747,308,19,16,0,509,1219,726,811,65,1223,105,301,155,334,5,4,84,471,298,35,1268,1066,367,905,4,596,0,175,1,397,0
"ENSMUSG00000024012",609,1234,1161,1114,1107,782,856,730,487,1463,239,23,11,1521,505,288,0,1378,0,473,1420,778,785,845,593,2122,311,1075,471,38,309,2993,2265,55,801,1610,2515,1426,0,624,181,110,1107,1323,852,1883,27,1209,430,680,53,1810,1014,619,1843,1173,652,895,19,805,229
"ENSMUSG00000040774",2138,130,0,0,0,223,1008,281,1989,1557,40,867,0,0,0,0,0,1121,0,1714,37,0,1233,415,356,258,956,0,151,0,0,0,163,2,997,182,0,237,135,0,0,587,243,0,4,0,284,285,1500,0,4931,1961,558,394,1,1433,0,0,0,0,0
"ENSMUSG00000032002",880,41,1606,1619,562,1313,1682,2351,1047,1347,1337,1250,1269,187,1387,859,1090,1646,0,1577,567,471,605,741,1094,852,786,0,1,59,306,1184,973,619,1139,779,922,1002,116,45,2127,1532,389,135,532,29,259,787,2239,710,1584,2895,1503,498,966,2548,1940,1049,80,485,185
"ENSMUSG00000017716",1761,1655,938,1627,585,683,1470,1079,1795,1695,1159,1007,560,0,448,384,633,1399,573,1499,1286,1082,923,1028,1514,687,1572,1479,969,334,370,275,141,1094,1316,659,250,825,771,473,2323,1046,670,203,965,335,905,0,2081,829,0,2257,1113,384,0,440,981,984,1944,1925,794
"ENSMUSG00000000028",0,171,10,319,80,590,925,150,1161,36,365,0,18,0,499,1204,412,4,780,9,495,0,570,949,130,251,231,2470,0,0,343,5,414,2830,0,94,1292,785,0,0,0,280,533,155,1198,0,495,0,0,413,0,0,0,346,0,0,0,1736,0,626,0
"ENSMUSG00000025027",228,1359,1800,1099,1538,838,1992,1521,204,662,1144,1726,1045,289,466,1010,0,1123,908,886,1353,652,489,43,254,939,1315,0,55,0,47,1155,445,2699,5,995,1,32,3514,0,1033,1033,0,1277,365,19,0,165,400,177,986,162,962,0,201,24,115,13,4,1168,0
"ENSMUSG00000021765",197,437,3001,0,1156,0,0,0,877,0,0,4,0,161,530,0,0,1084,0,1003,2145,0,0,140,0,308,33,3746,2,0,3355,0,0,0,0,663,0,263,0,30,0,0,507,436,325,0,0,0,2120,213,0,202,58,0,0,583,0,503,0,0,0
"ENSMUSG00000010095",1528,527,750,130,1985,1823,475,444,0,1077,356,1183,783,933,372,51,2,1172,613,984,768,722,644,835,3297,837,874,2194,273,130,565,632,109,0,852,2405,538,1719,184,1099,454,0,1506,165,475,34,74,39,845,660,0,1106,293,249,627,564,1741,1227,647,1006,395
"ENSMUSG00000017677",4024,48,599,43,849,496,1137,175,1528,1059,1542,515,0,0,27,124,423,6,946,1166,908,616,516,614,635,0,285,643,719,563,37,362,14,349,10,67,115,403,0,473,38,1048,938,39,328,801,636,569,819,83,2217,2727,921,342,303,241,2239,906,35,703,512
"ENSMUSG00000001247",535,1511,2884,1033,607,320,104,2470,530,524,101,352,0,356,165,290,0,611,3,589,564,0,17,0,290,640,0,129,0,56,594,211,652,0,0,410,1010,4,753,6,0,662,420,315,29,0,174,142,320,612,0,824,808,91,682,0,0,0,0,20,0
"ENSMUSG00000028673",10,546,991,2541,151,36,571,722,724,407,1719,737,1165,1097,874,0,1024,223,0,215,265,269,521,690,342,1027,0,3405,111,0,219,1031,509,0,203,1294,1000,220,1406,172,195,1503,1577,1425,539,832,0,77,339,630,0,1120,1476,288,910,529,392,1314,149,422,0
"ENSMUSG00000036817",0,0,0,1004,0,138,446,290,6,0,146,171,0,105,153,83,0,0,4,779,8,715,7,17,203,0,2,3689,16,0,167,0,602,613,37,2,312,651,0,61,0,0,656,0,0,42,477,5,0,90,3,0,712,0,0,48,9,0,1420,1292,879
"ENSMUSG00000024758",993,1743,2955,1219,327,797,622,276,962,392,1130,190,2,540,904,0,0,104,0,1367,0,213,1014,1794,0,1112,1141,583,18,528,393,820,1565,37,820,10,689,520,303,865,584,1232,3259,339,1413,273,29,298,265,414,427,432,1432,233,769,1304,341,39,0,398,24
"ENSMUSG00000040034",3,109,652,762,1984,246,732,1462,2297,682,709,1141,125,373,1316,179,0,1098,786,476,394,613,1394,654,717,1238,1076,615,263,643,91,308,50,28,593,3086,285,1244,768,31,0,109,304,901,959,503,511,0,1576,425,616,1905,589,1848,0,871,821,2070,805,1543,721
"ENSMUSG00000034218",4,636,419,1886,84,1,1342,6,1185,81,232,940,553,827,611,691,68,0,1581,14,76,1331,359,263,0,104,391,781,364,470,90,4,864,195,578,369,890,15,141,147,628,211,604,229,22,70,31,33,396,2546,380,0,0,0,267,2497,1477,1370,0,60,0
"ENSMUSG00000029826",0,711,247,2085,20,553,648,5,0,297,835,2,392,30,118,193,4957,508,0,1274,191,0,0,357,78,1059,474,350,245,122,857,386,651,313,403,0,271,179,0,915,0,399,1293,126,396,155,0,884,1090,18,0,800,432,21,1001,652,810,184,0,608,0
"ENSMUSG00000028970",6695,957,426,62,0,205,843,1589,151,80,2820,146,0,215,77,0,0,623,0,574,90,44,4,504,65,211,0,714,5,37,0,690,988,581,39,0,80,41,1,423,26,341,232,340,33,988,0,156,147,0,17,0,1354,581,7,207,2636,0,58,539,0
"ENSMUSG00000022889",914,72,644,1102,864,1082,1639,728,454,881,4,318,121,488,226,1452,1051,358,831,136,604,865,355,997,825,515,3,0,984,756,186,477,697,947,979,273,272,310,466,1037,1274,9,384,405,124,0,223,850,100,8,0,231,0,984,26,335,3202,757,3324,364,806
"ENSMUSG00000019777",318,1909,297,1001,1158,950,1988,334,1252,1652,1555,772,1017,388,344,941,35,44,776,257,44,203,1669,301,625,264,1661,1166,225,801,61,1,354,2141,1649,360,1096,56,0,838,972,61,387,91,3,18,1088,992,756,63,1120,17,709,836,218,1215,2430,1756,454,989,37
"ENSMUSG00000027171",1171,1587,1010,1512,1066,1030,1503,3456,124,144,1953,0,1,238,98,0,325,785,8,586,232,94,0,52,998,925,116,0,0,124,82,399,80,149,1437,785,47,308,0,1075,90,641,648,31,683,16,150,2,435,53,1791,791,585,649,39,820,516,449,213,1366,0
"ENSMUSG00000026383",2255,2734,1656,1327,203,364,602,651,281,362,713,12,348,116,68,0,0,882,47,810,0,13,76,1295,117,363,601,219,0,21,700,38,724,122,1749,1274,600,9,3,477,0,697,103,976,1042,102,0,132,1515,1140,2235,1079,118,759,1005,216,1793,52,0,1521,5
"ENSMUSG00000031161",0,2,1153,339,0,6,0,32,20,2,0,0,247,846,337,1169,363,66,5,3,275,1779,520,0,887,0,229,0,25,0,391,29,247,0,0,0,285,123,576,0,0,0,0,2,0,622,223,332,197,0,0,0,0,0,1380,0,0,143,3577,4,1204
"ENSMUSG00000027326",260,1670,143,826,584,621,1446,1546,1935,335,1920,588,935,10,212,1999,2342,3048,363,218,740,1618,644,0,1254,111,1459,730,212,0,0,31,809,587,606,43,725,563,1111,1231,2321,0,370,85,4,0,405,208,638,951,0,2061,545,855,0,251,2130,729,2075,616,0
"ENSMUSG00000074994",327,2994,184,2643,953,465,768,531,19,19,201,1827,199,83,1546,76,0,1367,0,1007,558,399,250,523,620,208,149,2102,119,856,381,118,265,14,1071,69,42,319,1234,694,405,312,476,174,477,3,579,502,905,1577,716,413,620,445,513,215,632,2569,534,64,2
"ENSMUSG00000025047",562,706,916,2435,95,364,1064,1503,160,613,0,758,0,787,245,825,162,679,2221,479,909,157,59,662,872,788,564,24,696,418,77,441,12,663,417,1251,0,109,936,511,562,264,10,343,83,147,378,830,208,555,0,4,61,32,52,93,346,6,2804,146,52
"ENSMUSG00000013629",0,1375,1364,1310,117,568,2542,571,902,1162,1093,1282,1292,1126,16,1571,68,4,3,879,970,876,980,710,3017,641,306,0,753,1962,207,994,1454,10,650,1261,721,735,164,908,608,695,3,599,527,0,302,1164,0,4,312,160,46,986,0,0,0,0,699,15,1841
"ENSMUSG00000022538",743,89,656,1491,684,695,1484,1038,1359,666,354,755,407,1584,852,166,950,430,0,1024,987,587,1060,1751,489,258,586,4943,195,639,514,182,362,2210,278,643,3,579,1021,625,404,1113,0,389,82,891,29,632,652,186,7,291,1098,140,71,33,760,2204,1983,492,0
"ENSMUSG00000004929",670,129,37,944,1387,797,762,387,380,532,57,1206,815,380,663,51,0,2090,1364,2276,442,1380,524,0,976,1141,2502,581,1175,657,509,1085,0,0,1201,2397,1252,278,0,227,980,498,0,323,421,128,671,116,46,371,105,255,0,577,0,1012,0,1319,2324,0,0
