"Gene_id","A02","A03","A04","A05","A06","A07","A09","A10","B01","B02","B03","B04","B05","B06","B07","B09","B10","C01","C02","C03","C04","C05","C07","C09","C10","D01","D02","D04","D05","D06","D07","D09","D10","E01","E02","E03","E05","E07","E09","E10","F01","F02","F03","F04","F05","F06","F07","F09","G01","G02","G03","G05","G06","G07","G09","G10","H01","H02","H03","H09","H10"
"ENSMUSG00000005410",0,2764,1870,3831,4269,281,5994,1039,1638,184,1133,2346,2184,803,2055,3187,1881,3185,1464,1305,1293,784,3358,2050,708,3923,2226,570,3975,693,586,1309,2307,2453,1212,3666,2983,1628,2929,2050,171,1601,1879,610,1371,546,1537,167,209,806,843,115,788,1216,3,0,1078,2204,1706,676,2123
"ENSMUSG00000045328",1074,1869,1896,575,211,355,704,0,1220,3048,5017,1674,159,0,380,1069,3785,884,1675,170,575,1477,2563,118,3554,755,1303,1180,12,328,303,0,12,401,1126,48,1049,73,159,188,383,365,1925,0,1146,675,2121,8,1324,23,0,3740,1007,765,0,262,2746,914,2637,4677,1122
"ENSMUSG00000004771",2176,3335,823,488,1215,789,4624,3539,1716,1178,1712,467,666,607,450,1321,1509,1421,481,1690,491,0,36,821,733,487,743,878,0,775,867,306,337,639,2279,978,957,955,300,417,187,689,1574,192,1194,557,2,1156,2185,429,3199,751,1742,256,1350,209,3046,0,750,807,0
"ENSMUSG00000005103",1810,17,1846,1793,764,72,140,892,452,238,2752,2797,5,10,2,331,24,1397,598,1629,479,138,25,13,1213,0,5,2,2987,1434,399,492,10,1,2062,23,296,142,475,1061,10,2509,159,80,2638,1366,2235,509,730,350,10305,273,897,797,2710,16,1083,129,242,3236,0
"ENSMUSG00000031878",3742,1075,1518,1954,1124,236,785,527,2430,852,2029,0,2187,1384,685,85,1415,5261,1,1612,784,10,189,895,630,2455,671,1829,0,85,8,47,489,1004,1736,855,828,607,253,393,3027,627,1130,1234,1677,0,169,979,4227,2516,4615,3772,405,2461,1907,865,3496,2496,1,2386,1151
"ENSMUSG00000025862",207,3039,1265,735,1062,1452,1346,77,4202,2561,3282,918,574,386,1302,36,79,2463,0,842,179,1711,556,963,1732,1921,205,14,127,758,1104,227,815,0,1079,4026,1589,753,1411,14,2,125,1102,526,123,179,1,349,1536,2725,4182,220,1019,2342,916,241,1291,1038,40,941,2219
"ENSMUSG00000027712",4127,0,11,69,0,2009,1307,0,0,337,4400,0,0,0,0,0,0,0,0,5566,0,6,0,263,10,0,0,1215,0,0,1753,16,0,0,0,0,0,499,9,74,807,0,0,695,8,906,0,0,77,1587,5325,1532,1316,0,374,863,1465,0,0,836,0
"ENSMUSG00000005233",792,1167,959,924,176,382,797,1204,917,2513,3020,518,464,93,787,4,1230,3379,700,708,1073,1064,758,63,2436,1827,3973,4127,128,908,130,34,645,1674,4,550,1110,364,574,854,623,461,612,183,875,3,825,36,4625,13,0,1812,2168,1589,3,211,3470,3059,4125,2012,0
"ENSMUSG00000018707",1660,161,2514,2709,1846,876,6814,878,357,1440,2306,2259,962,461,365,107,0,824,963,3389,1556,1727,674,5486,788,508,5,424,386,691,1022,862,1260,298,0,2409,2393,524,1486,1016,136,1175,1514,518,253,80,689,403,176,99,2413,1228,288,2625,2228,304,1000,18,2545,117,1058
"ENSMUSG00000021577",2018,4151,3175,581,50,1649,5963,224,1248,1216,1414,2188,681,1956,862,737,1,1445,2876,84,1775,2096,520,192,1954,2374,688,901,341,201,450,424,63,0,2502,1665,1992,1361,1867,420,113,168,278,1084,793,406,7,33,231,1034,2621,908,22,1232,1556,879,441,246,1903,1319,1104
"ENSMUSG00000029802",4215,705,4225,372,938,437,951,1570,165,1415,898,1357,20,539,569,4,0,2586,613,2711,971,203,57,1912,1161,400,86,879,343,228,299,563,956,2802,18,508,1524,587,517,1842,0,230,837,487,560,234,1473,2077,2220,839,465,1875,3657,2748,1509,443,1009,2161,262,4070,486
"ENSMUSG00000038936",3912,56,1799,1253,236,0,560,4550,1669,0,1337,55,0,0,80,828,0,3609,0,408,481,0,531,0,1786,1244,0,1023,0,0,204,0,0,5,0,0,1000,277,23,449,0,7,2043,0,0,0,0,118,450,0,3913,853,617,285,379,0,2143,1066,21,927,0
"ENSMUSG00000030672",0,236,0,290,0,0,0,0,3,3,0,0,2750,0,0,2608,6339,0,4903,0,75,1169,1011,0,0,0,0,0,878,131,0,469,0,2300,0,6,0,0,1369,1,2736,81,0,120,0,3,109,0,0,1,0,0,0,107,0,0,0,0,200,0,1646
"ENSMUSG00000050335",1319,0,194,1570,0,270,611,0,366,0,855,0,321,0,0,160,0,0,714,2925,0,876,170,0,0,103,0,2,289,0,1286,0,0,0,52,0,99,0,0,0,243,0,0,11,0,0,0,0,2,0,8747,5283,0,1,0,2,589,0,0,0,0
"ENSMUSG00000036103",2248,0,2032,1449,244,232,1603,711,0,1820,1865,196,0,135,86,0,0,1660,0,5515,884,0,0,15,601,38,403,189,0,0,1247,709,1408,0,876,1379,0,602,0,828,4,1524,5017,2766,658,0,0,981,674,809,0,4044,1042,310,821,2104,1815,665,0,978,0
"ENSMUSG00000021996",1184,75,3301,2189,369,1241,3696,1652,2504,1000,2200,1435,0,555,271,0,1546,967,663,1581,1318,282,158,1904,2400,1033,1124,1173,217,1121,703,368,1462,54,2306,1798,815,1930,5,574,2,1229,1096,457,619,793,120,1464,1375,2115,3553,2190,425,1872,698,2446,2517,1906,619,962,0
"ENSMUSG00000026356",3256,2078,2186,2863,175,874,1446,2128,1897,753,2958,1158,1562,197,593,2071,6078,2329,1621,2250,449,521,1091,1515,355,488,1568,1436,1128,341,698,479,1713,844,2156,893,22,429,0,43,22,6,1134,296,51,1,776,2,1293,524,960,944,1532,661,0,1057,1143,41,612,2200,772
"ENSMUSG00000020929",325,785,2697,3417,933,1067,114,1332,964,1266,6,1107,551,455,1010,96,307,1088,282,275,1363,252,260,2371,1198,887,2181,2,2080,2431,588,1711,1515,0,2154,143,13,1198,684,573,0,618,2131,1044,1474,529,1511,2291,1438,1236,0,3445,308,923,1632,1951,590,1602,3749,578,118
"ENSMUSG00000025246",2141,5071,4035,2461,1213,1880,3708,1207,2464,2020,1271,1129,316,780,4,895,0,1057,596,2005,15,1849,583,1046,1679,1490,1216,3120,938,200,937,1352,595,2,744,2371,362,574,55,449,392,1941,1661,2279,809,144,828,8,1816,952,3574,202,706,1118,1944,2659,1628,1493,592,457,312
"ENSMUSG00000022010",3226,1605,1201,400,920,3471,295,3517,503,986,2738,567,2,712,253,202,2,1179,150,2538,294,460,0,477,3021,901,45,0,379,71,159,578,630,0,1056,0,0,799,0,205,0,1634,8,142,392,491,113,226,246,2776,2095,1804,457,934,263,603,3888,366,2,1247,0
"ENSMUSG00000002996",1887,4001,1092,95,1097,2541,1472,0,204,571,508,2389,523,1318,516,1937,479,167,2806,199,395,355,1535,1706,649,961,1397,215,838,791,81,1012,490,1109,0,0,161,380,194,263,911,1606,14,693,818,411,1086,688,246,602,9,1323,926,882,4002,344,4496,369,4137,541,2388
"ENSMUSG00000032320",2238,1787,3152,2176,418,164,1531,371,889,1080,3167,939,0,418,380,1,0,1780,1,4527,581,381,78,898,799,2957,601,1521,22,1371,1437,242,985,119,840,470,59,501,35,311,4,1163,807,1377,646,410,4,1023,3263,2568,788,2198,1307,1550,1671,2246,2884,1279,0,2364,0
"ENSMUSG00000025351",2232,179,2231,1466,635,3565,1728,4692,538,731,1493,482,169,1200,99,358,743,422,60,1156,981,159,342,564,1414,1004,408,59,216,775,359,1746,979,439,1689,386,0,560,0,476,54,788,0,1384,113,496,275,1508,328,2323,5706,1848,730,688,2752,441,719,746,0,781,365
"ENSMUSG00000066232",901,612,842,2804,2318,519,87,2018,1984,1054,798,1645,138,113,417,657,0,1062,3070,629,1677,1184,853,2204,2134,555,520,0,1237,1135,255,257,748,1245,1045,2441,163,742,313,1305,5035,413,1091,245,149,531,955,8,726,0,57,248,616,1678,0,1075,0,1109,0,368,0
"ENSMUSG00000025665",4,2185,1064,485,1794,23,1206,1020,5830,453,951,283,138,1366,1112,24,623,894,1595,336,653,167,553,1767,1127,1227,1460,765,72,199,199,13,6,1,1755,711,0,152,4,1501,0,0,0,16,1568,234,557,434,196,266,0,303,1463,305,38,0,100,1744,0,1816,0
"ENSMUSG00000066979",846,3106,1159,814,1097,1983,1205,4393,2032,2198,4275,1549,651,0,774,400,2446,2025,457,2043,2178,1879,902,2156,3780,215,1867,2269,1308,988,510,1047,1505,1773,679,1042,159,665,1162,1787,2416,0,824,271,366,2,2385,920,2496,1665,164,1764,1319,3417,694,1545,2138,4360,2449,3353,0
"ENSMUSG00000022322",1341,2799,450,156,246,582,0,0,4313,804,1981,1274,844,0,66,0,0,2817,660,0,546,1532,1607,818,804,89,1178,425,69,0,8,262,658,3207,295,8,596,631,817,41,2462,33,867,0,1481,686,5,0,685,79,0,1728,12,0,2,1405,1795,1039,160,827,2140
"ENSMUSG00000023905",1682,334,0,2373,479,2016,1887,1176,386,239,1336,144,0,213,0,0,0,183,0,2326,411,3,0,0,1381,385,286,191,145,0,83,130,182,281,444,31,39,1322,0,98,2,237,105,219,580,2,8,391,0,791,4652,3706,648,380,222,322,1124,118,579,929,0
"ENSMUSG00000021953",0,0,0,0,14,0,0,445,0,107,0,364,2275,1048,811,1525,149,238,1779,0,810,3658,5252,5,455,0,0,0,943,969,0,366,2432,958,252,618,0,7,5727,0,1550,1,13,0,0,0,823,0,90,0,0,3,754,0,0,0,0,881,1571,0,2003
"ENSMUSG00000007041",2310,46,1361,3382,286,2614,3139,2735,1632,126,1499,0,0,0,10,298,0,874,4,2224,388,0,3,290,2336,2288,1336,767,210,750,844,1712,151,511,457,5,329,825,0,669,0,1156,1500,659,1333,462,0,769,95,345,5144,3745,2447,365,282,1589,1890,315,125,998,0
"ENSMUSG00000033732",0,2519,3768,1778,2429,1011,1564,1951,732,985,2643,3171,1286,1351,2749,975,0,744,818,743,1990,6,477,1006,4183,143,1116,1145,906,2282,1291,1483,2715,0,386,2333,893,252,1037,861,26,495,336,20,267,794,1203,1900,563,2800,29,425,765,645,41,126,3793,1679,0,632,878
"ENSMUSG00000031155",4,3306,495,1385,2253,0,13,36,1749,225,137,805,328,1516,2019,0,0,2154,0,600,1135,193,20,1463,58,1941,2573,125,209,737,764,0,1300,0,1723,3749,957,453,874,556,2557,2,1122,330,174,994,40,782,749,0,0,85,12,138,0,0,0,3833,422,0,0
"ENSMUSG00000020464",958,875,1498,1569,1129,452,447,872,2439,3184,138,286,31,157,15,280,0,496,20,1725,1836,1447,1017,984,2760,3195,2726,0,279,1167,294,37,353,83,1259,453,523,52,87,302,2907,219,2061,306,1097,1532,1404,11,4254,1447,610,854,1802,1672,1638,3260,2820,2730,335,1175,11
"ENSMUSG00000001025",1346,16,85,4571,138,1645,1298,566,1247,106,1717,0,42,0,0,366,228,0,0,3161,634,60,0,210,308,596,42,240,0,0,633,951,0,684,960,0,0,1239,4,349,0,1227,172,648,2139,146,0,47,322,360,3230,5626,3,300,293,2752,1790,0,196,1585,0
"ENSMUSG00000027714",42,116,2183,1612,1928,822,2178,198,4045,1861,1540,514,2934,186,599,877,634,2418,1437,2255,522,71,335,78,962,1835,197,1290,1049,251,130,484,403,202,531,995,998,143,282,771,5945,502,547,516,798,0,1562,326,1769,0,0,1274,1185,971,651,101,485,113,166,1226,148
"ENSMUSG00000031432",530,0,0,488,1484,1393,929,907,3717,1151,331,2048,403,1079,2609,195,3770,896,2224,0,144,1315,3150,550,1122,262,750,1194,427,1294,514,0,0,0,1466,1953,823,401,857,244,4162,206,0,0,3,751,1336,619,2370,957,1,836,0,1128,0,1211,1113,2415,1356,2446,1941
"ENSMUSG00000026547",2861,683,1816,3323,0,1588,1381,1682,1295,255,675,237,0,176,103,0,0,490,0,1591,213,0,304,690,1380,615,0,988,0,165,306,1792,85,0,2964,0,141,971,295,738,386,1667,837,1138,2218,1042,2,217,1821,1378,7511,1222,285,647,530,618,920,17,361,1834,149
"ENSMUSG00000024190",0,548,654,0,364,1257,0,10,0,1,1056,0,0,0,117,0,0,449,12,1205,1529,437,0,4,2661,906,1346,759,0,536,664,396,8,0,898,4,0,1443,0,178,2,735,1203,0,851,8,150,152,724,1114,6230,4252,11,667,631,0,2331,532,268,464,0
"ENSMUSG00000022641",1393,205,3111,2252,826,3138,2134,2085,1003,1907,799,678,251,88,505,743,2688,1082,0,6107,2527,507,0,1002,2180,1941,165,1558,0,689,1710,635,1076,649,184,1549,720,2180,107,518,1069,1381,1681,4210,3517,2,3,548,2795,1873,351,2177,1227,586,823,1507,3043,134,781,914,0
"ENSMUSG00000015880",592,2210,383,835,749,587,212,962,1409,1527,5658,1144,828,0,379,883,2271,1486,126,474,1684,1030,156,1268,1384,474,1184,3156,87,1,6,0,0,1036,663,860,358,334,1008,93,1451,1021,787,511,453,108,1037,37,2012,685,2,2228,777,569,4,0,507,804,2277,619,0
"ENSMUSG00000053470",0,3234,831,0,13,0,1661,0,862,249,468,35,705,264,5,2064,2,0,3591,1256,483,1459,472,18,1069,0,295,1437,1193,333,356,135,220,1899,0,287,24,208,288,0,397,0,922,660,291,1247,397,1179,540,205,1367,4,2583,91,1759,161,115,0,4835,864,1258
"ENSMUSG00000040785",1852,662,765,630,817,1423,297,1660,1219,171,2405,983,0,993,283,1384,539,714,572,1436,211,250,2258,463,863,3310,605,26,347,949,898,863,936,1109,2294,1369,140,412,531,2,1725,1447,1912,383,82,783,686,3598,906,1289,1533,545,2009,2992,3568,1252,1649,0,404,101,0
"ENSMUSG00000019997",14,0,0,81,117,448,763,736,456,0,205,587,0,530,149,0,0,0,148,0,3078,26,3,48,5562,1623,689,0,272,232,2,141,1861,0,552,1207,10,218,1565,0,2,2,100,570,1365,127,274,2209,555,2917,2205,3656,486,2905,455,0,0,29,0,2950,0
"ENSMUSG00000020176",1474,1748,3532,469,2600,1170,1010,2387,666,566,2647,2648,0,2458,946,642,0,1492,0,2917,1081,255,0,2040,3166,2094,1485,3440,217,4184,513,3111,1052,625,1016,1078,97,1642,58,833,405,244,751,2445,350,1127,72,1938,983,1871,1405,816,783,1821,623,950,218,1438,0,1009,1439
"ENSMUSG00000028270",0,1574,1191,3116,0,220,1623,0,21,0,1006,154,0,0,0,0,0,2390,0,3976,0,0,0,411,0,1550,1475,3572,0,63,2454,1,0,0,0,0,184,843,0,476,0,1129,2356,1505,1914,756,0,1386,3200,467,422,2564,0,0,4,981,4596,0,2,1312,0
"ENSMUSG00000020911",2679,0,7,1288,0,1955,1114,20,97,0,1691,0,0,0,0,0,0,0,0,2230,0,0,0,0,0,177,0,331,0,0,242,195,0,0,2435,0,0,271,0,0,0,160,0,50,0,0,0,0,325,0,7169,2220,170,0,0,356,3904,0,0,0,0
"ENSMUSG00000047281",1454,271,752,2460,0,192,2276,2540,331,128,918,55,0,503,27,386,0,2827,0,956,1023,154,8,53,1712,1882,24,386,112,69,130,1451,134,73,1833,0,86,2293,0,1165,0,1444,328,979,2021,341,0,0,379,2188,2066,3079,1541,1410,1306,1658,1515,5,0,3284,107
"ENSMUSG00000027715",3412,828,1268,1130,1702,389,3195,1047,1596,1509,4247,1018,1092,27,1182,1581,2057,1061,693,447,1823,867,820,236,1265,871,724,826,923,245,57,681,1589,769,651,993,1157,1146,548,507,4198,1465,766,775,656,0,1808,0,1577,0,1,2251,1120,515,13,669,812,1398,1276,1092,765
"ENSMUSG00000026728",0,0,2223,187,0,2839,0,320,0,0,1021,345,464,3,19,135,737,330,13,3220,123,1620,117,0,1287,0,0,2829,487,5,1585,0,1062,105,7,36,3,489,5,9,941,0,96,38,3,0,0,580,0,297,2298,3952,0,4,322,1594,1698,0,2,197,0
"ENSMUSG00000003660",181,746,5561,1924,1308,1191,2098,23,1296,1994,470,2121,2826,1172,2452,2022,0,1002,523,252,2360,2203,874,827,2445,146,1207,1342,1472,2636,1985,1659,1747,1067,877,1264,981,279,20,326,361,92,0,1915,1143,0,2553,303,324,153,1071,1290,1199,5,0,0,67,50,1463,1602,146
"ENSMUSG00000026605",3105,788,887,1763,570,881,1842,776,1357,2378,5898,855,8,6,156,356,1181,1528,327,410,897,1018,4588,1605,102,106,1093,1067,219,40,59,3,910,1394,174,527,30,661,1231,87,2266,0,513,0,387,0,1115,0,3331,352,0,925,448,415,0,617,2589,977,1793,1559,0
"ENSMUSG00000030061",37,125,1922,304,1115,1493,901,2540,2586,461,692,1314,0,530,0,813,1257,0,118,1954,501,157,1233,603,1426,817,984,2,4,19,868,236,472,2209,1436,920,101,1138,224,251,0,509,0,226,309,11,5,1113,1446,1307,541,868,417,1045,237,919,1365,1001,5100,1426,1638
"ENSMUSG00000002900",1008,2505,1518,649,1156,131,948,986,373,573,3091,1287,1276,1205,696,172,192,511,2,4929,1178,414,152,843,1435,2631,0,2856,608,277,1111,703,70,3,314,1842,1751,398,0,1059,3,756,196,265,759,214,268,244,898,828,3201,2847,1444,691,2483,1756,168,3,595,792,1535
"ENSMUSG00000026867",1801,2630,2181,14,23,36,982,1094,245,1185,3355,548,327,798,811,40,1014,1681,1247,627,735,29,1152,1968,1365,0,1681,231,318,268,489,26,1025,2076,0,501,0,157,1024,166,1563,130,1314,1636,1128,2836,545,1817,1108,2020,2707,176,797,1215,25,3022,1038,0,3038,1267,1545
"ENSMUSG00000006678",16,2007,2798,828,496,577,176,339,2076,435,137,856,384,3,550,511,2930,1128,3425,1272,1,674,1296,2123,131,917,1532,2930,964,438,318,562,1754,125,403,2012,1405,503,205,47,2096,10,1759,637,567,652,191,68,754,420,455,129,284,1278,0,77,2083,3526,0,1447,292
"ENSMUSG00000021036",3344,122,2756,46,6,237,1050,49,834,2706,18,308,0,56,812,143,0,1088,4,17,5,0,68,494,711,1080,0,1191,0,20,58,1651,1048,0,0,1116,0,67,1,119,119,452,925,145,121,827,1153,39,1446,309,51,4318,2468,287,1198,1212,198,0,287,615,0
"ENSMUSG00000029486",299,1695,212,758,582,738,267,368,613,657,170,0,681,587,568,59,8980,847,1161,304,765,138,360,179,254,441,595,288,864,499,277,245,260,0,1622,1283,537,189,512,0,120,443,2,0,286,259,34,238,57,6,1681,296,288,49,351,162,1130,846,572,72,751
"ENSMUSG00000031591",2882,1207,411,314,42,991,2135,1314,1015,196,1853,1,10,299,69,329,1435,834,0,2067,523,0,662,57,2177,546,702,1725,0,167,0,111,790,0,1584,0,1,427,0,1917,409,597,713,422,19,826,0,2898,739,1967,2080,535,275,583,895,1319,1888,9,343,5515,4
"ENSMUSG00000021701",1437,701,822,340,3,400,1241,1269,63,794,3090,423,954,0,84,0,313,0,4,484,120,335,567,1033,760,730,0,4006,0,325,0,1095,0,1670,1140,0,2141,661,0,186,28,1598,3212,481,62,371,0,0,0,840,4137,356,180,1134,148,1097,2047,0,0,1227,855
"ENSMUSG00000019978",1989,663,2127,3496,330,1480,463,44,76,1372,2011,1158,390,670,198,1337,0,56,158,1966,1293,1065,853,1872,1246,1553,245,3824,156,768,1547,390,2211,1598,362,0,644,1184,1067,209,2,1742,1146,870,1483,1959,506,92,579,563,3447,3046,1922,782,1434,1516,552,432,0,61,0
"ENSMUSG00000031996",1610,649,4459,92,2576,863,2380,51,1776,130,3025,697,0,303,418,0,93,37,218,1386,254,240,238,339,236,102,14,2918,307,1324,454,1534,992,0,1061,2006,784,1475,41,973,0,586,584,1776,50,99,755,976,639,1087,2604,962,810,805,476,846,1179,1084,40,814,1190
"ENSMUSG00000062327",143,2722,1164,2793,2,0,415,0,0,158,0,22,0,524,179,0,147,542,0,1969,0,0,0,390,0,205,1748,4387,3,151,1448,0,178,0,0,251,0,1058,0,99,2,256,949,71,581,1739,0,144,274,0,1,198,3,0,574,2188,1824,568,0,280,0
"ENSMUSG00000034640",0,2442,480,1364,770,252,1049,756,0,306,168,1415,0,441,339,920,5274,1286,1211,542,319,2681,806,2852,57,2287,54,1036,143,0,197,10,44,0,0,102,10,37,347,769,540,691,0,518,837,0,210,209,670,72,0,514,1,564,261,950,342,855,184,1120,109
"ENSMUSG00000031897",0,1930,2219,2479,1147,183,470,233,625,692,1763,871,0,295,422,294,0,2340,317,2845,186,180,161,1020,513,713,1035,3631,305,614,2480,336,68,116,171,1160,1316,684,1310,437,494,1105,2572,1852,1679,719,196,1029,1823,1094,0,3920,105,262,1235,2381,4582,786,0,464,130
"ENSMUSG00000035152",1679,338,130,1123,657,582,1850,1550,14,1277,609,0,191,111,328,645,2033,725,60,1349,1255,11,974,1604,1460,612,131,427,175,1037,71,2330,226,0,472,159,198,1184,1182,714,0,376,1258,1175,874,1009,333,411,713,2045,2119,578,605,23,1583,553,651,262,5270,405,65
"ENSMUSG00000022407",980,74,3986,3743,1016,843,1924,582,1649,203,1013,1827,540,1128,1674,1347,1274,91,1127,1899,2649,1657,337,3192,994,1314,1674,1234,438,1063,8,291,861,2068,1518,1986,754,792,296,1121,436,653,1129,1450,246,17,160,840,7,964,410,658,2,3,0,1022,140,723,1666,1215,2028
"ENSMUSG00000029859",1485,3429,210,2376,2469,258,1941,2994,737,557,56,1345,0,2279,4,3,0,1283,0,460,2201,21,0,155,1212,2,728,2174,2,674,580,799,1209,292,139,234,512,54,396,18,839,2634,753,156,323,2702,495,173,394,1,1352,0,127,107,567,1154,706,87,0,135,0
"ENSMUSG00000040084",816,95,1702,1384,806,394,0,457,246,564,80,777,259,239,31,451,45,1298,273,266,828,1829,1290,949,1053,490,1031,2469,659,2,19,950,912,102,0,2645,115,623,85,1409,64,731,436,213,537,13,604,0,56,670,0,0,188,403,0,0,95,685,6131,687,1215
"ENSMUSG00000023067",373,2,509,1086,103,769,4257,823,873,329,2182,26,340,150,633,0,0,0,556,1717,0,200,1691,445,921,2014,0,2983,171,0,258,348,152,867,0,438,3379,2737,337,94,0,497,2147,482,1020,970,222,621,636,150,1327,2366,664,462,370,780,1554,0,341,945,0
"ENSMUSG00000031995",289,1232,2152,4381,180,521,4613,926,0,50,1788,1,0,389,482,522,0,0,0,1228,501,275,654,1282,1078,760,40,151,0,0,0,835,336,870,163,876,596,434,0,3,0,685,803,372,490,1591,0,213,14,154,308,746,2938,655,2,818,227,0,110,174,188
"ENSMUSG00000001552",671,22,3414,2678,65,711,789,591,247,2510,2095,204,7,759,0,764,0,396,72,1430,798,317,724,0,2639,282,0,659,47,0,2,355,1301,113,657,56,459,670,502,53,3,422,508,901,2548,23,213,1768,217,70,4591,1382,1286,777,1025,627,143,0,3492,963,337
"ENSMUSG00000030268",24,859,207,91,1423,697,1863,298,1338,174,25,2,1900,156,806,1866,1633,2008,1759,3382,1592,2996,1225,0,2195,382,985,50,3623,998,572,391,2334,3482,55,456,0,1378,264,507,1619,620,1052,2128,171,0,1588,518,545,630,0,903,0,912,72,681,2109,1853,2717,1640,335
"ENSMUSG00000024422",0,31,238,0,30,19,168,0,3,175,408,2967,2194,965,446,1158,1821,182,1396,2,0,125,2312,35,0,514,262,2523,389,0,313,0,452,2834,257,599,1910,162,1388,4,2172,2,527,0,114,881,4207,399,0,0,0,0,279,1062,17,0,55,0,3364,2261,1680
"ENSMUSG00000026427",34,3223,2121,3503,1049,565,2345,65,2445,1012,1027,1792,680,181,312,2095,0,1223,2141,1496,1483,1188,647,1559,1276,1170,1552,195,245,1068,592,294,24,3787,962,1238,792,607,1360,780,0,465,1873,361,675,523,0,926,75,1427,1562,77,759,294,845,1058,925,1445,2942,788,2535
"ENSMUSG00000022055",0,2386,1223,604,1554,226,305,319,1618,0,465,0,243,1173,467,12,731,735,130,192,839,1878,81,70,2948,813,0,0,473,115,228,442,4,3,4662,2420,0,1626,1967,1061,0,197,1412,0,68,100,165,563,0,2526,1158,950,2097,674,1,131,0,2080,758,763,566
"ENSMUSG00000022464",2097,755,3236,3129,813,430,3478,304,509,472,1016,627,1423,778,695,656,2006,0,1341,628,628,1247,2,193,64,195,692,945,93,560,550,810,1863,19,957,168,4,847,743,569,0,1189,851,2094,1480,612,736,521,12,711,4653,885,258,694,759,1414,1920,3,7,1394,1599
"ENSMUSG00000005683",542,809,1587,1076,1292,572,3580,1052,18,356,1339,1028,1057,895,602,1273,4,835,2742,1484,1581,1925,918,560,1344,423,1638,412,1738,1045,1575,1033,2325,340,1328,3879,841,1441,1978,2165,449,409,104,657,487,709,1602,83,126,1625,1580,1665,0,281,0,265,608,4,3035,0,1316
"ENSMUSG00000042745",199,54,921,5520,2636,77,110,189,188,181,1060,3579,0,120,0,425,0,1654,0,1098,0,23,0,837,90,204,38,3688,0,367,363,256,3586,0,2926,1109,0,1625,0,93,993,221,32,1437,419,0,0,312,2235,3145,566,1618,259,192,203,751,0,0,0,923,0
"ENSMUSG00000058550",1,83,1485,0,676,0,352,3068,802,1198,290,460,89,579,728,1589,1228,1204,2489,180,995,162,1479,371,1915,170,0,2070,107,828,5,1240,1524,639,719,505,89,440,1777,236,2674,935,0,19,2,0,1061,750,177,742,1595,682,124,800,5,1044,2,418,4564,1134,1591
"ENSMUSG00000030754",1026,1152,2350,2760,826,1945,415,1646,609,540,793,1626,364,113,72,444,24,990,108,422,1364,1048,949,1643,495,1276,2020,1029,542,258,696,1141,0,705,970,1386,0,567,719,507,0,608,1071,1559,754,184,1357,1560,1638,953,2587,575,414,360,1,1686,3965,0,2239,3741,3706
"ENSMUSG00000010277",1000,2743,6383,6,243,1017,2363,1053,1779,674,355,1488,1881,260,1229,843,0,737,2176,709,1805,2274,1312,44,804,849,472,925,88,535,538,2354,2476,190,1650,620,3406,593,15,901,82,1431,480,10,905,139,884,1018,1699,411,796,3,86,2122,1066,2185,1222,1230,2073,559,671
"ENSMUSG00000067377",6041,1136,1075,1,0,860,1020,358,0,0,447,0,2,404,159,0,2272,0,0,0,154,220,0,0,786,1,0,0,0,0,0,412,0,783,855,445,217,510,0,0,0,314,229,291,288,0,0,1207,0,4,727,1023,17,0,0,1773,0,0,0,528,720
"ENSMUSG00000056758",1754,158,539,104,512,3954,978,1274,73,2,2005,0,0,51,67,4,0,1251,0,1239,568,0,0,123,525,162,475,1348,35,184,592,69,219,0,724,11,12,1737,0,532,573,465,0,175,271,162,0,0,69,2812,3957,1300,290,160,76,472,567,15,0,770,12
"ENSMUSG00000031015",4850,1226,629,18,60,232,258,710,717,210,0,0,119,12,43,87,230,485,52,623,118,5,41,0,145,0,0,0,0,131,65,0,760,196,718,39,0,391,30,1017,0,235,74,0,383,0,275,496,5,1032,2096,812,222,0,195,260,67,13,11,87,0
"ENSMUSG00000001785",2367,878,17,2096,2088,145,1851,1544,2275,1774,8,2291,4,2485,1261,498,576,1301,102,1213,494,2748,404,469,974,941,431,0,260,1766,252,26,18,494,1852,1240,2935,886,1688,1205,0,674,459,1256,1529,0,399,886,166,0,1296,1406,671,1261,0,1866,1132,2341,1221,3053,16
"ENSMUSG00000000365",0,0,0,4,692,0,39,1457,627,335,59,21,433,30,0,703,6596,0,599,360,222,4087,2257,1221,241,0,0,0,17,0,0,2,113,4,0,0,0,4,966,1,296,106,0,80,3,7,188,0,42,565,0,495,0,362,0,0,0,542,11,312,0
"ENSMUSG00000087166",0,2286,2221,2067,2927,0,1257,1797,1080,2679,418,2009,1036,2717,1775,654,2135,3289,735,1037,2377,753,2555,1230,1723,1667,1068,170,246,1012,0,677,437,867,1956,1501,2361,878,1757,2426,1906,474,673,821,795,2351,1752,2255,1766,1403,0,361,1217,2399,546,2619,473,2038,390,1347,404
"ENSMUSG00000000303",1069,415,2662,3015,617,977,4466,2329,700,1385,1584,721,1731,1131,719,0,577,979,46,1116,1242,179,314,1621,4061,1628,134,0,10,666,511,969,2000,381,2134,1404,171,1385,1222,787,309,853,987,1155,2232,1105,0,463,2513,1615,3347,799,1582,1925,312,397,1430,326,0,1126,928
